Micron BGA codes

D9HVB    MT18VDDF12872LDY-335F1
NW425    MT29F128G08AMAAAC5-Z:A
NW286    MT29F128G08AMAAAC5:A
NX279    MT29F128G08AMAAAC5ES:A
NQ304    MT29F128G08AMCABH2-10:A
NW283    MT29F128G08AMCABH2-10:A –
NW328    MT29F128G08AMCABH2-10IT:A
NQ270    MT29F128G08AMCABH2-10IT:A –
NW427    MT29F128G08AMCABH2-10ITZ:A
NQ305    MT29F128G08AMCABH2-10Q:A
NQ290    MT29F128G08AMCABH2-10Q:A –
NW426    MT29F128G08AMCABH2-10Z:A
NX273    MT29F128G08AMCABH2-12ES:A
NX274    MT29F128G08AMCABH2-12ITES:A
NW390    MT29F128G08AMCABJ2-10:A
NW391    MT29F128G08AMCABJ2-10ES:A
NW528    MT29F128G08AMCABJ2-10ITZ:A
NW428    MT29F128G08AMCABJ2-10Z:A
NQ343    MT29F128G08AMCABK3-10:A
NX352    MT29F128G08AMCABK3-10ES:A
NQ344    MT29F128G08AMCABK3-10IT:A
NX353    MT29F128G08AMCABK3-10ITES:A
NW430    MT29F128G08AMCABK3-10ITZ:A
NW429    MT29F128G08AMCABK3-10Z:A
NX387    MT29F128G08AMCBBJ2-ES:B
NQ365    MT29F128G08AMCBBJ2-IT:B
NX388    MT29F128G08AMCBBJ2-ITES:B
NQ364    MT29F128G08AMCBBJ2:B
NW609    MT29F128G08AMCDBJ5-6:D
NX538    MT29F128G08AMCDBJ5-6ES:D
NW881    MT29F128G08AMCDBJ5-6IT:D
NW906    MT29F128G08AMCDBJ5-6ITR:D
NW750    MT29F128G08AMCDBL1-6:D
NW688    MT29F128G08AMEDBJ5-12:D
NX613    MT29F128G08AMEDBJ5-12ES:D
NW200    MT29F128G08AUABAC5-IT:B
NX202    MT29F128G08AUABAC5-ITES:B
NW188    MT29F128G08AUABAC5:B
NX187    MT29F128G08AUABAC5ES:B
NW185    MT29F128G08AUCBBH3-12:B
NX184    MT29F128G08AUCBBH3-12ES:B
NW201    MT29F128G08AUCBBH3-12IT:B
NX203    MT29F128G08AUCBBH3-12ITES:B
NW280    MT29F128G08AUCBBH3-12Q:B
NW505    MT29F128G08CBCAAH6:A
NX466    MT29F128G08CBCAAH6ES:A
NW592    MT29F128G08CBCABH6-10:A
NW385    MT29F128G08CBCABH6-6:A
NX448    MT29F128G08CBCABH6-6ES:A
NW602    MT29F128G08CBCABH6-6M:A
NW523    MT29F128G08CBCABH6-6Q:A
NW729    MT29F128G08CBCBBH6-10C:B
NW540    MT29F128G08CBCBBH6-6:B
NX483    MT29F128G08CBCBBH6-6ES:B
NW768    MT29F128G08CBCBBH6-6ITC:B
NW762    MT29F128G08CBCBBH6-6ITR:B
NW673    MT29F128G08CBCBBH6-6R:B
NX597    MT29F128G08CBCBBH6-6RES:B
NW645    MT29F128G08CBCCBH6-10:C
NX576    MT29F128G08CBCCBH6-10ES:C
NW541    MT29F128G08CBCCBH6-6:C
NW722    MT29F128G08CBCCBH6-6C:C
NX647    MT29F128G08CBCCBH6-6CES:C
NX484    MT29F128G08CBCCBH6-6ES:C
NW899    MT29F128G08CBCCBH6-6ITR:C
NW677    MT29F128G08CBCCBH6-6R:C
NX599    MT29F128G08CBCCBH6-6RES:C
NX797    MT29F128G08CBCEBJ4-37ES:E
NQ466    MT29F128G08CBCEBJ4-37ITR:E
NX900    MT29F128G08CBCEBJ4-37ITRES:E
JZ077    MT29F128G08CBCEBRT-37B:E
JZ076    MT29F128G08CBCEBRT-37BES:E
NW542    MT29F128G08CBEABH6-12:A
NX485    MT29F128G08CBEABH6-12ES:A
NW787    MT29F128G08CBEABH6-12IT:A
NW629    MT29F128G08CBEABH6-12M:A
NW568    MT29F128G08CBEBBH6-12:B
NX503    MT29F128G08CBEBBH6-12ES:B
NW674    MT29F128G08CBEBBH6-12M:B
NW646    MT29F128G08CBECBH6-12:C
NX568    MT29F128G08CBECBH6-12ES:C
NW702    MT29F128G08CBECBH6-12M:C
NW448    MT29F128G08CEAAAC5-Z:A
NW290    MT29F128G08CEAAAC5:A
NX290    MT29F128G08CEAAAC5ES:A
NW337    MT29F128G08CECABH1-10:A
NQ375    MT29F128G08CECABH1-10P:A
NW450    MT29F128G08CECABH1-10PZ:A
NQ391    MT29F128G08CECABH1-10R:A
NX405    MT29F128G08CECABH1-10RES:A
NW451    MT29F128G08CECABH1-10RZ:A
NW449    MT29F128G08CECABH1-10Z:A
NW295    MT29F128G08CECABH1-12:A
NX286    MT29F128G08CECABH1-12ES:A
NW344    MT29F128G08CECABH1-12IT:A
NW454    MT29F128G08CECABH1-12ITZ:A
NW452    MT29F128G08CECABH1-12Z:A
NW379    MT29F128G08CECABJ1-10:A
NX442    MT29F128G08CECABJ1-10ES:A
NW513    MT29F128G08CECABJ1-10ITR:A
NW514    MT29F128G08CECABJ1-10ITRZ:A
NW394    MT29F128G08CECABJ1-10R:A
NW395    MT29F128G08CECABJ1-10RES:A
NW456    MT29F128G08CECABJ1-10RZ:A
NW455    MT29F128G08CECABJ1-10Z:A
NQ388    MT29F128G08CECBBH1-10:B
NX401    MT29F128G08CECBBH1-10ES:B
NW626    MT29F128G08CECBBH1-10IT:B
NX452    MT29F128G08CECBBH1-12ES:B
NX470    MT29F128G08CECCBJ4-10ES:C
NW631    MT29F128G08CECDBJ4-10:D
NX555    MT29F128G08CECDBJ4-10ES:D
NW767    MT29F128G08CECDBJ4-10IT:D
NW530    MT29F128G08CECDBJ4-6:D
NW633    MT29F128G08CECDBJ4-6:D
NX475    MT29F128G08CECDBJ4-6ES:D
NW759    MT29F128G08CECDBJ4-6ITR:D
NW548    MT29F128G08CECDBJ4-6Q:D
NX490    MT29F128G08CECDBJ4-6QES:D
NW558    MT29F128G08CECDBJ4-6R:D
NX498    MT29F128G08CECDBJ4-6RES:D
NX689    MT29F128G08CECGBJ4-37ES:G
NW897    MT29F128G08CECGBJ4-37R:G
NX794    MT29F128G08CECGBJ4-37RES:G
NW865    MT29F128G08CECGBJ4-5M:G
NW553    MT29F128G08CEEDBJ4-12:D
NX493    MT29F128G08CEEDBJ4-12ES:D
NW668    MT29F128G08CEEDBJ4-12M:D
NW833    MT29F128G08CEHGBJ4-3R:G
NX762    MT29F128G08CEHGBJ4-3RES:G
NW627    MT29F128G08CFABAWP-IT:B
NW870    MT29F128G08CFCGBJ4-37R:G
NX779    MT29F128G08CFCGBJ4-37RES:G
NQ180    MT29F128G08CKAAAC5-IT:A
NW179    MT29F128G08CKAAAC5:A
NX179    MT29F128G08CKAAAC5ES:A
NQ170    MT29F128G08CKABAC5-IT:B
NW170    MT29F128G08CKABAC5:B
NX170    MT29F128G08CKABAC5ES:B
NW172    MT29F128G08CKCBBH2-12:B
NX181    MT29F128G08CKCBBH2-12ES:B
NQ190    MT29F128G08CKCBBH2-12IT:B
NX391    MT29F128G08CKCBBH2-12MS:B
NW270    MT29F128G08CKCBBH2-12P:B
NW275    MT29F128G08CKCBBH2-12Q:B
NW211    MT29F128G08CKCBBH3-10:B
NW216    MT29F128G08CKCBBH3-10ES:B
NQ195    MT29F128G08CKCBBH3-10IT:B
NX173    MT29F128G08CKCBBH3-12ES:B
NQ374    MT29F128G08CKCCBH2-12:C
NX318    MT29F128G08CKCCBH2-12ES:C
NQ313    MT29F128G08CKCCBH2-12Q:C
NW550    MT29F128G08CKCCBH2-12QZ:C
NW486    MT29F128G08CKCCBH2-12Z:C
NW487    MT29F128G08CKCCBK3-12Z:C
NQ179    MT29F128G08CMAAAC5-IT:A
NW176    MT29F128G08CMAAAC5:A
NX176    MT29F128G08CMAAAC5ES:A
NQ182    MT29F128G08CMABAC5-IT:B
NW181    MT29F128G08CMABAC5:B
NX188    MT29F128G08CMABAC5ES:B
NW298    MT29F128G08CMACAD1:C
NX295    MT29F128G08CMACAD1ES:C
NW175    MT29F128G08CMCBBH2-12:B
NX172    MT29F128G08CMCBBH2-12ES:B
NQ187    MT29F128G08CMCBBH2-12IT:B
NX361    MT29F128G08CMCBBH2-12MS:B
NW271    MT29F128G08CMCBBH2-12P:B
NW276    MT29F128G08CMCBBH2-12Q:B
NW210    MT29F128G08CMCBBH3-10:B
NX215    MT29F128G08CMCBBH3-10ES:B
NQ194    MT29F128G08CMCBBH3-10IT:B
NX189    MT29F128G08CMCBBH3-12ES:B
NW383    MT29F128G08CMCDBH2-10:D
NX446    MT29F128G08CMCDBH2-10ES:D
NW300    MT29F128G08CXACAD1:C
NX296    MT29F128G08CXACAD1ES:C
NW366    MT29F128G08EBAAAWP:A
NX431    MT29F128G08EBAAAWPES:A
NW365    MT29F128G08EBAABWP-12:A
NX432    MT29F128G08EBAABWP-12ES:A
NW367    MT29F128G08EBCABH6-10:A
NX433    MT29F128G08EBCABH6-10ES:A
NW780    MT29F128G08EBCBBJ4-6:B
NX668    MT29F128G08EBCBBJ4-6ES:B
NX691    MT29F128G08EBCDBJ4-37ES:D
NW877    MT29F128G08EBCDBJ4-5M:D
NX160    MT29F128G08UAAC8 ES:A
NW160    MT29F128G08UAAC8:A
FY272    MT29F128G08WAAC6 ES:A
NW120    MT29F128G08WAAC6:A
NQ144    MT29F128G08YAAC7 ES:A
NX144    MT29F128G08YAAC7 MS:A
NW144    MT29F128G08YAAC7:A
NX311    MT29F168G08AUCABH3-12ES:A
NW309    MT29F168G08AUCABH3-12Q:A
NX335    MT29F168G08CKCABH2-12ES:A
NW355    MT29F168G08CKCABH2-12Q:A
NW521    MT29F168G08CKCABH2-12QZ:A
NW497    MT29F168G08CKCABH2-12ZQ:A
NW165    MT29F16G08ABCBBH1-12:B
NQ442    MT29F16G08ABCBBH1-12AIT:B
NX165    MT29F16G08ABCBBH1-12ES:B
NW233    MT29F16G08ABCBBH1-12IT:B
NX204    MT29F16G08ABCBBH1-12ITES:B
NW517    MT29F16G08ABCBBH1-12P:B
NQ286    MT29F16G08ABCBBH1-12Q:B
NQ284    MT29F16G08ABCCBH1-10:C
NQ285    MT29F16G08ABCCBH1-10IT:C
NW415    MT29F16G08ABCCBH1-10ITZ:C
NW414    MT29F16G08ABCCBH1-10Z:C
NX314    MT29F16G08ABCCBH1-12ES:C
NW318    MT29F16G08ABCCBH1-12ITES:C
NQ323    MT29F16G08ADACAH4-IT:C
NW332    MT29F16G08ADACAH4-ITES:C
NQ324    MT29F16G08ADACAH4:C
NX338    MT29F16G08ADACAH4ES:C
NQ295    MT29F16G08ADBCAH4-IT:C
NW323    MT29F16G08ADBCAH4-ITES:C
NQ296    MT29F16G08ADBCAH4:C
NX320    MT29F16G08ADBCAH4ES:C
NW206    MT29F16G08CBABAC3:B
NX211    MT29F16G08CBABAC3ES:B
NX315    MT29F16G08CBACAD1ES:C
NW493    MT29F16G08CBACAH5-Z:C
NQ333    MT29F16G08CBACAH5:C
NX316    MT29F16G08CBACAH5ES:C
NX155    MT29F16G08EAAC4 ES:A
NW155    MT29F16G08EAAC4:A
NX148    MT29F16G08MAAC3 ES:A
NW148    MT29F16G08MAAC3:A
NX149    MT29F16G08MAAC4 ES:A
NW149    MT29F16G08MAAC4:A
FY269    MT29F16G08MAAC5 ES:A
NW117    MT29F16G08MAAC5:A
NX106    MT29F16G08RAAC3 ES:B
NQ106    MT29F16G08RAAC3 QS:B
NW106    MT29F16G08RAAC3:B
NQ325    MT29F16G16ADACAH4-IT:C
NW333    MT29F16G16ADACAH4-ITES:C
NQ326    MT29F16G16ADACAH4:C
NX339    MT29F16G16ADACAH4ES:C
NQ297    MT29F16G16ADBCAH4-IT:C
NW324    MT29F16G16ADBCAH4-ITES:C
NQ298    MT29F16G16ADBCAH4:C
NX321    MT29F16G16ADBCAH4ES:C
NX851    MT29F16T08GWCAGJ6-5RES:A
NX871    MT29F16T08GWLBEM5-ES:B
NW634    MT29F192G08CGCDBG1-6:D
NX566    MT29F192G08CGCDBG1-6ES:D
NW648    MT29F192G08CGCDBG1-6R:D
NX577    MT29F192G08CGCDBG1-6RES:D
NW322    MT29F1G01AAADDH4-IT:D
NQ433    MT29F1G01AAADDH4-ITX:D
NQ293    MT29F1G01AAADDH4:D
NX356    MT29F1G01AAADDH4ES:D
NQ347    MT29F1G01ABADDH4-E:D
NX362    MT29F1G01ABADDH4-EES:D
NQ346    MT29F1G01ABADDH4-ITE:D
NX363    MT29F1G01ABADDH4-ITEES:D
NW809    MT29F1G01ABAFD12-AAT:F
NX713    MT29F1G01ABAFD12-AATES:F
NW804    MT29F1G01ABAFD12-IT:F
NX708    MT29F1G01ABAFD12-ITES:F
NW808    MT29F1G01ABAFDSF-AAT:F
NX712    MT29F1G01ABAFDSF-AATES:F
NW803    MT29F1G01ABAFDSF-IT:F
NX707    MT29F1G01ABAFDSF-ITES:F
NW805    MT29F1G01ABAFDW9-IT:F
NX709    MT29F1G01ABAFDW9-ITES:F
NW872    MT29F1G01ABAFDWB-IT:F
NX757    MT29F1G01ABAFDWB-ITES:F
NW823    MT29F1G01ABBFD12-AAT:F
NW793    MT29F1G01ABBFD12-IT:F
NW806    MT29F1G01ABBFDSF-IT:F
NX710    MT29F1G01ABBFDSF-ITES:F
NW807    MT29F1G01ABBFDW9-IT:F
NX711    MT29F1G01ABBFDW9-ITES:F
NW873    MT29F1G01ABBFDWB-IT:F
NX758    MT29F1G01ABBFDWB-ITES:F
NX219    MT29F1G01ZACH4 ES:C
NX220    MT29F1G01ZACH4-ET ES:C
NQ219    MT29F1G01ZACH4-ET MS:C
NW220    MT29F1G01ZACH4-ET:C
NW219    MT29F1G01ZACH4:C
NX133    MT29F1G01ZACHC ES:C
NQ133    MT29F1G01ZACHC QS:C
NX134    MT29F1G01ZACHC-ET ES:C
NQ134    MT29F1G01ZACHC-ET QS:C
NW134    MT29F1G01ZACHC-ET:C
NW133    MT29F1G01ZACHC:C
NX135    MT29F1G01ZBCHC ES:C
NQ135    MT29F1G01ZBCHC QS:C
NX136    MT29F1G01ZBCHC-ET ES:C
NQ136    MT29F1G01ZBCHC-ET QS:C
NW136    MT29F1G01ZBCHC-ET:C
NW135    MT29F1G01ZBCHC:C
NX137    MT29F1G01ZDCHC ES:C
NQ137    MT29F1G01ZDCHC QS:C
NX138    MT29F1G01ZDCHC-ET ES:C
NQ138    MT29F1G01ZDCHC-ET QS:C
NW138    MT29F1G01ZDCHC-ET:C
NW137    MT29F1G01ZDCHC:C
FX217    MT29F1G08AABHC-ES:B
FW218    MT29F1G08AABHC-ET:B
FW217    MT29F1G08AABHC:B
NX240    MT29F1G08AACH4 ES:C
NX241    MT29F1G08AACH4-ET ES:C
NW241    MT29F1G08AACH4-ET:C
NW240    MT29F1G08AACH4:C
FX268    MT29F1G08ABABC-ES:A
NQ352    MT29F1G08ABADAH4-E:D
NX368    MT29F1G08ABADAH4-EES:D
NQ277    MT29F1G08ABADAH4-IT:D
NW339    MT29F1G08ABADAH4-ITE:D
NX369    MT29F1G08ABADAH4-ITEES:D
NW319    MT29F1G08ABADAH4-ITES:D
NQ432    MT29F1G08ABADAH4-ITX:D
NW301    MT29F1G08ABADAH4:D
NX300    MT29F1G08ABADAH4ES:D
NQ461    MT29F1G08ABAEAH4-AATX:E
NQ447    MT29F1G08ABAEAH4-AITX:E
NQ403    MT29F1G08ABAEAH4-IT:E
NX422    MT29F1G08ABAEAH4-ITES:E
NQ427    MT29F1G08ABAEAH4-ITX:E
NW361    MT29F1G08ABAEAH4:E
NX424    MT29F1G08ABAEAH4ES:E
NW811    MT29F1G08ABAFAH4-ITE:F
NX715    MT29F1G08ABAFAH4-ITEES:F
NW810    MT29F1G08ABAFAWP-ITE:F
NX714    MT29F1G08ABAFAWP-ITEES:F
FX258    MT29F1G08ABAHC-ES:A
FW259    MT29F1G08ABAHC-ET:A
FW258    MT29F1G08ABAHC:A
NQ417    MT29F1G08ABBDAGE-IT:D
NQ278    MT29F1G08ABBDAH4-IT:D
NQ415    MT29F1G08ABBDAH4-ITE:D
NX454    MT29F1G08ABBDAH4-ITEES:D
NW315    MT29F1G08ABBDAH4-ITES:D
NQ430    MT29F1G08ABBDAH4-ITX:D
NW302    MT29F1G08ABBDAH4:D
NX301    MT29F1G08ABBDAH4ES:D
NQ279    MT29F1G08ABBDAHC-IT:D
NW316    MT29F1G08ABBDAHC-ITES:D
NW303    MT29F1G08ABBDAHC:D
NX302    MT29F1G08ABBDAHCES:D
NQ312    MT29F1G08ABBDAMD-IT:D
NX324    MT29F1G08ABBDAMD-ITES:D
NQ448    MT29F1G08ABBEAH4-AITX:E
NQ404    MT29F1G08ABBEAH4-IT:E
NX423    MT29F1G08ABBEAH4-ITES:E
NQ428    MT29F1G08ABBEAH4-ITX:E
NW360    MT29F1G08ABBEAH4:E
NX421    MT29F1G08ABBEAH4ES:E
NQ406    MT29F1G08ABBEAHC-IT:E
NX428    MT29F1G08ABBEAHC-ITES:E
NW363    MT29F1G08ABBEAHC:E
NX427    MT29F1G08ABBEAHCES:E
NQ421    MT29F1G08ABBEAMD-IT:E
NW812    MT29F1G08ABBFAH4-ITE:F
NX716    MT29F1G08ABBFAH4-ITEES:F
FX219    MT29F1G08ABBHC-ET ES:B
FW263    MT29F1G08ABBHC-ET:B
FW219    MT29F1G08ABBHC:B
NX221    MT29F1G08ABCH4 ES:C
NX222    MT29F1G08ABCH4-ET ES:C
NW222    MT29F1G08ABCH4-ET:C
NW221    MT29F1G08ABCH4:C
NX139    MT29F1G08ABCHC ES:C
NQ139    MT29F1G08ABCHC QS:C
NX140    MT29F1G08ABCHC-ET ES:C
NQ140    MT29F1G08ABCHC-ET QS:C
NW140    MT29F1G08ABCHC-ET:C
NW139    MT29F1G08ABCHC:C
FX254    MT29F1G08ABHC-ES:A
FW255    MT29F1G08ABHC-ET:A
FW254    MT29F1G08ABHC:A
FX264    MT29F1G16AABHC-ES:B
FW266    MT29F1G16AABHC-ET:B
FW264    MT29F1G16AABHC:B
FX269    MT29F1G16ABABC-ES:A
FX260    MT29F1G16ABAHC-ES:A
FW261    MT29F1G16ABAHC-ET:A
FW260    MT29F1G16ABAHC:A
NQ280    MT29F1G16ABBDAH4-IT:D
NW313    MT29F1G16ABBDAH4-ITES:D
NQ431    MT29F1G16ABBDAH4-ITX:D
NW304    MT29F1G16ABBDAH4:D
NX303    MT29F1G16ABBDAH4ES:D
NQ281    MT29F1G16ABBDAHC-IT:D
NW314    MT29F1G16ABBDAHC-ITES:D
NW305    MT29F1G16ABBDAHC:D
NX304    MT29F1G16ABBDAHCES:D
NQ294    MT29F1G16ABBDAMD-IT:D
NX317    MT29F1G16ABBDAMD-ITES:D
NQ449    MT29F1G16ABBEAH4-AITX:E
NQ405    MT29F1G16ABBEAH4-IT:E
NX426    MT29F1G16ABBEAH4-ITES:E
NQ429    MT29F1G16ABBEAH4-ITX:E
NW362    MT29F1G16ABBEAH4:E
NX425    MT29F1G16ABBEAH4ES:E
NQ450    MT29F1G16ABBEAHC-AIT:E
NQ407    MT29F1G16ABBEAHC-IT:E
NX430    MT29F1G16ABBEAHC-ITES:E
NW364    MT29F1G16ABBEAHC:E
NX429    MT29F1G16ABBEAHCES:E
NQ420    MT29F1G16ABBEAMD-IT:E
NW822    MT29F1G16ABBFAH4-IT:F
FX265    MT29F1G16ABBHC-ES:B
FX270    MT29F1G16ABBHC-ET ES:B
FW267    MT29F1G16ABBHC-ET:B
FW265    MT29F1G16ABBHC:B
NX223    MT29F1G16ABCH4 ES:C
NX224    MT29F1G16ABCH4-ET ES:C
NW224    MT29F1G16ABCH4-ET:C
NW223    MT29F1G16ABCH4:C
NX141    MT29F1G16ABCHC ES:C
NQ141    MT29F1G16ABCHC QS:C
NX142    MT29F1G16ABCHC-ET ES:C
NQ142    MT29F1G16ABCHC-ET QS:C
NW142    MT29F1G16ABCHC-ET:C
NW141    MT29F1G16ABCHC:C
FX256    MT29F1G16ABHC-ES:A
FW257    MT29F1G16ABHC-ET:A
FW256    MT29F1G16ABHC:A
NX687    MT29F1HT08EECABJ4-37ES:A
NW844    MT29F1HT08ELCBBG1-37:B
NX752    MT29F1HT08ELCBBG1-37ES:B
NW847    MT29F1HT08ELHBBG1-3R:B
NX755    MT29F1HT08ELHBBG1-3RES:B
NW840    MT29F1HT08EMCBBJ4-37:B
NX723    MT29F1HT08EMCBBJ4-37ES:B
NW848    MT29F1HT08EMHBBJ4-3R:B
NX746    MT29F1HT08EMHBBJ4-3RES:B
NX722    MT29F1T08CLCBBG1-37ES:B
NW829    MT29F1T08CLHBBG1-3R:B
NX738    MT29F1T08CLHBBG1-3RES:B
NW825    MT29F1T08CMCBBJ4-37:B
NX719    MT29F1T08CMCBBJ4-37ES:B
NW832    MT29F1T08CMHBBJ4-3C:B
NX742    MT29F1T08CMHBBJ4-3CES:B
NW885    MT29F1T08CMHBBJ4-3D:B
NX782    MT29F1T08CMHBBJ4-3DES:B
NW820    MT29F1T08CMHBBJ4-3R:B
NX730    MT29F1T08CMHBBJ4-3RES:B
NW884    MT29F1T08CMHBBJ4-3T:B
NX781    MT29F1T08CMHBBJ4-3TES:B
NW539    MT29F1T08CPCABH8-6:A
NW613    MT29F1T08CPCABH8-6C:A
NX542    MT29F1T08CPCABH8-6CES:A
NX482    MT29F1T08CPCABH8-6ES:A
NW597    MT29F1T08CPCABH8-6R:A
NX533    MT29F1T08CPCABH8-6RES:A
NW578    MT29F1T08CPCBBH8-6:B
NW623    MT29F1T08CPCBBH8-6C:B
NX552    MT29F1T08CPCBBH8-6CES:B
NX512    MT29F1T08CPCBBH8-6ES:B
NW583    MT29F1T08CPCBBH8-6R:B
NX517    MT29F1T08CPCBBH8-6RES:B
NW678    MT29F1T08CPCCBH8-6:C
NW734    MT29F1T08CPCCBH8-6C:C
NX600    MT29F1T08CPCCBH8-6ES:C
NW703    MT29F1T08CPCCBH8-6R:C
NX627    MT29F1T08CPCCBH8-6RES:C
NW543    MT29F1T08CPEABH8-12:A
NX486    MT29F1T08CPEABH8-12ES:A
NW573    MT29F1T08CPEBBH8-12:B
NX508    MT29F1T08CPEBBH8-12ES:B
NW679    MT29F1T08CPECBH8-12:C
NX601    MT29F1T08CPECBH8-12ES:C
NW649    MT29F1T08CQCBBG2-6:B
NX578    MT29F1T08CQCBBG2-6ES:B
NW650    MT29F1T08CQCBBG2-6R:B
NX579    MT29F1T08CQCBBG2-6RES:B
NW651    MT29F1T08CQCCBG2-10:C
NX602    MT29F1T08CQCCBG2-10ES:C
NW652    MT29F1T08CQCCBG2-6:C
NW725    MT29F1T08CQCCBG2-6C:C
NX650    MT29F1T08CQCCBG2-6CES:C
NX603    MT29F1T08CQCCBG2-6ES:C
NW724    MT29F1T08CQCCBG2-6R:C
NX628    MT29F1T08CQCCBG2-6RES:C
NW506    MT29F1T08CUCAAH8:A
NX467    MT29F1T08CUCAAH8ES:A
NW388    MT29F1T08CUCABH8-10:A
NX451    MT29F1T08CUCABH8-10ES:A
NW507    MT29F1T08CUCABH8-6:A
NW614    MT29F1T08CUCABH8-6C:A
NX543    MT29F1T08CUCABH8-6CES:A
NX472    MT29F1T08CUCABH8-6ES:A
NW525    MT29F1T08CUCABH8-6Q:A
NW594    MT29F1T08CUCABH8-6R:A
NX529    MT29F1T08CUCABH8-6RES:A
NW699    MT29F1T08CUCABK8-6:A
NX624    MT29F1T08CUCABK8-6ES:A
NW577    MT29F1T08CUCBBH8-6:B
NW622    MT29F1T08CUCBBH8-6C:B
NX551    MT29F1T08CUCBBH8-6CES:B
NX511    MT29F1T08CUCBBH8-6ES:B
NW765    MT29F1T08CUCBBH8-6ITR:B
NW582    MT29F1T08CUCBBH8-6R:B
NX516    MT29F1T08CUCBBH8-6RES:B
NW653    MT29F1T08CUCCBH8-10:C
NW748    MT29F1T08CUCCBH8-10C:C
NX580    MT29F1T08CUCCBH8-10ES:C
NW654    MT29F1T08CUCCBH8-6:C
NW727    MT29F1T08CUCCBH8-6C:C
NW715    MT29F1T08CUCCBH8-6CES:C
NX604    MT29F1T08CUCCBH8-6ES:C
NW836    MT29F1T08CUCCBH8-6ITR:C
NW680    MT29F1T08CUCCBH8-6R:C
NX605    MT29F1T08CUCCBH8-6RES:C
NW704    MT29F1T08CUCCBK8-6:C
NX629    MT29F1T08CUCCBK8-6ES:C
NW605    MT29F1T08CUEABH8-12:A
NX535    MT29F1T08CUEABH8-12ES:A
NW775    MT29F1T08CUEABH8-12IT:A
NW572    MT29F1T08CUEBBH8-12:B
NX507    MT29F1T08CUEBBH8-12ES:B
NW681    MT29F1T08CUECBH8-12:C
NX606    MT29F1T08CUECBH8-12ES:C
NW743    MT29F1T08CUECBK8-12:C
NX642    MT29F1T08CUECBK8-12ES:C
NW635    MT29F1T08CVCDBG6-10:D
NX565    MT29F1T08CVCDBG6-10ES:D
NW624    MT29F1T08CVCDBG6-6:D
NX564    MT29F1T08CVCDBG6-6ES:D
NW655    MT29F1T08CVCDBG6-6R:D
NX581    MT29F1T08CVCDBG6-6RES:D
NW504    MT29F1T08CWCABJ9-10QZ:A
NX809    MT29F1T08EEHAFJ4-37RES:A
NW916    MT29F1T08EEHAFJ4-3R:A
NX838    MT29F1T08EEHAFJ4-3RES:A
NW927    MT29F1T08EEHAFJ4-3T:A
NX814    MT29F1T08EEHAFJ4-3TES:A
NX853    MT29F1T08EEHBFJ4-RES:B
NX860    MT29F1T08EEHBFJ4-TES:B
NX803    MT29F1T08EMCABJ4-37ES:A
NW926    MT29F1T08EMCAGJ4-5M:A
NW913    MT29F1T08EMHAFJ4-3R:A
NX807    MT29F1T08EMHAFJ4-3RES:A
NX673    MT29F1T08ERCBBJ6-6ES:B
NX678    MT29F1T08EUCBBJ6-10ES:B
NW781    MT29F1T08EUCBBJ6-6:B
NX672    MT29F1T08EUCBBJ6-6ES:B
NX844    MT29F1T08GBCAGJ4-5RES:A
NX867    MT29F1T08GBLBEJ4-ES:B
NW839    MT29F1T208ECCBBJ4-37:B
NX718    MT29F1T208ECCBBJ4-37ES:B
NW853    MT29F1T208ECHBBJ4-3R:B
NX747    MT29F1T208ECHBBJ4-3RES:B
NX743    MT29F1T208EGCBBG1-37ES:B
NW846    MT29F1T208EGHBBG1-3R:B
NX754    MT29F1T208EGHBBG1-3RES:B
NX308    MT29F21G08ABCABH1-12ES:A
NW306    MT29F21G08ABCABH1-12Q:A
NW404    MT29F256G08AKCABH7-6:A
NX459    MT29F256G08AKCABH7-6ES:A
NW409    MT29F256G08AKCABH7-6IT:A
NQ395    MT29F256G08AKCABK4-IT:A –
NX410    MT29F256G08AKCABK4-ITES:A-
NW348    MT29F256G08AKCABK4:A-
NX409    MT29F256G08AKCABK4ES:A-
NW636    MT29F256G08AKCBBH7-6:B
NX563    MT29F256G08AKCBBH7-6ES:B
NW866    MT29F256G08AKCBBH7-6IT:B
NW705    MT29F256G08AKCBBK7-6:B
NX630    MT29F256G08AKCBBK7-6ES:B
NW692    MT29F256G08AKEBBH7-12:B
NX616    MT29F256G08AKEBBH7-12ES:B
NW405    MT29F256G08AMCABH7-6:A
NX460    MT29F256G08AMCABH7-6ES:A
NW410    MT29F256G08AMCABH7-6IT:A
NW637    MT29F256G08AMCBBH7-6:B
NX562    MT29F256G08AMCBBH7-6ES:B
NW737    MT29F256G08AMCBBH7-6IT:B
NW706    MT29F256G08AMCBBK7-6:B
NX631    MT29F256G08AMCBBK7-6ES:B
NW693    MT29F256G08AMEBBH7-12:B
NX617    MT29F256G08AMEBBH7-12ES:B
NW774    MT29F256G08AMEBBK7-12:B
NW611    MT29F256G08APCDBJ6-6:D
NX540    MT29F256G08APCDBJ6-6ES:D
NW689    MT29F256G08APEDBJ6-12:D
NX614    MT29F256G08APEDBJ6-12ES:D
NQ275    MT29F256G08AUAAAC5-IT:A
NX284    MT29F256G08AUAAAC5-ITES:A
NW431    MT29F256G08AUAAAC5-ITZ:A
NW432    MT29F256G08AUAAAC5-Z:A
